s0.png;
(10.175, 192.1925, 177.52, 0.0);
(11.05, 193.085, 174.4225, 0.0);
(11.8825, 197.3475, 166.98, 0.0);
(13.5975, 190.1225, 156.3175, 0.0);
(16.5225, 179.9875, 140.7075, 0.0);
(17.835714285714285, 173.97142857142856, 138.06428571428572, 0.0);
(9.855, 186.7375, 167.4125, 0.0);
(10.48, 189.135, 162.385, 0.0);
(11.5375, 184.725, 161.435, 0.0);
(11.6625, 182.18, 155.96, 0.0);
(15.39, 176.39000000000001, 137.0225, 0.0);
(20.830000000000002, 173.1525, 122.07000000000001, 0.0);
(21.864285714285714, 169.3357142857143, 119.78571428571428, 0.0);
(9.795, 177.45000000000002, 153.6825, 0.0);
(9.4625, 162.01500000000001, 152.2075, 0.0);
(7.79, 165.695, 151.285, 0.0);
(7.5375000000000005, 168.54, 155.6125, 0.0);
(10.74, 164.7425, 152.5925, 0.0);
(17.86, 151.09, 130.98250000000002, 0.0);
(22.17142857142857, 147.92857142857142, 117.1, 0.0);
(11.945, 151.7275, 136.865, 0.0);
(5.6025, 160.495, 144.02, 0.0);
(2.295, 177.5475, 148.3725, 0.0);
(2.9375, 186.9025, 158.305, 0.0);
(6.28, 188.685, 165.6475, 0.0);
(10.495000000000001, 160.83, 161.95000000000002, 0.0);
(12.4, 142.31428571428572, 156.27142857142857, 0.0);
(7.2675, 156.5275, 138.9425, 0.0);
(3.14, 175.54500000000002, 144.0425, 0.0);
(2.5775, 189.62, 156.69, 0.0);
(5.7375, 191.84, 167.1525, 0.0);
(8.4475, 188.67000000000002, 172.2125, 0.0);
(11.495000000000001, 172.2775, 168.165, 0.0);
(13.378571428571428, 154.96428571428572, 162.3642857142857, 0.0);
(7.6275, 161.4775, 147.5675, 0.0);
(3.3975, 180.475, 151.4625, 0.0);
(4.08, 191.585, 165.8025, 0.0);
(8.325, 190.7225, 175.3475, 0.0);
(12.63, 186.305, 177.8175, 0.0);
(15.975, 173.82, 176.5725, 0.0);
(17.692857142857143, 155.71428571428572, 172.47857142857143, 0.0);
(10.0925, 154.70250000000001, 165.935, 0.0);
(4.9175, 179.79500000000002, 162.69, 0.0);
(5.4825, 190.3075, 173.24, 0.0);
(11.5475, 185.595, 182.955, 0.0);
(15.7675, 179.36, 188.8175, 0.0);
(19.54, 160.2575, 189.4225, 0.0);
(21.664285714285715, 145.0857142857143, 185.45714285714286, 0.0);
(12.24, 150.1825, 183.275, 0.0);
(7.1625000000000005, 171.12, 177.8075, 0.0);
(7.7250000000000005, 180.6525, 184.10750000000002, 0.0);
(15.6175, 173.56, 195.1975, 0.0);
(16.7875, 168.06, 195.8975, 0.0);
(17.825, 153.6525, 189.20250000000001, 0.0);
(15.685714285714285, 170.39285714285714, 181.79285714285714, 0.0);
(14.4425, 150.415, 193.2725, 0.0);
(8.6, 164.3, 189.26500000000001, 0.0);
(9.2975, 165.6275, 195.29500000000002, 0.0);
(13.9875, 159.3175, 199.17000000000002, 0.0);
(13.057500000000001, 159.6775, 193.0875, 0.0);
(12.325000000000001, 168.1275, 185.60750000000002, 0.0);
(13.007142857142856, 170.0857142857143, 189.97857142857143, 0.0);
(17.740000000000002, 143.34, 204.935, 0.0);
(10.67, 165.195, 194.95000000000002, 0.0);
(11.98, 165.04500000000002, 199.21, 0.0);
(12.69, 153.665, 202.205, 0.0);
(9.115, 172.725, 188.46, 0.0);
(10.845, 170.43, 192.115, 0.0);
(15.471428571428572, 155.34285714285713, 199.62857142857143, 0.0);
